Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Outlet_Sales_Log,Item_Outlet_Sales_Sqrt,Item_Outlet_Sales_Cbrt,Item_Outlet_Sales_4rt,Item_Outlet_Sales_ratio,Item_Type_Combined,Outlet
1,FDY55,258.3988,1541.9928,Fruits and Vegetables,0.08165147,16.75,2009,OUT018,2,1,2,7.340830884851673,39.26821615505344,11.552982494711372,6.266435681873184,0.7727355420928681,1,3
0,NCW29,131.83100000000002,3635.268,Health and Hygiene,0.028723187,14.0,1985,OUT027,2,1,3,8.198438114897739,60.293183694344755,15.376074615880166,7.76486855615372,0.9840904319947074,2,5
0,NCT05,255.6672,4346.3424,Health and Hygiene,0.020994339,10.895,2002,OUT045,1,2,1,8.37708994280273,65.9267957662133,16.319542470833476,8.119531745501911,1.8765122941915824,2,7
2,FDN50,93.712,466.06,Canned,0.026561057000000002,16.85,1999,OUT049,0,1,1,6.144314381202192,21.58842282335604,7.753193273048112,4.646334342614191,0.20121914919333755,1,9
2,FDU60,169.6132,169.1132,Baking Goods,0.10026206800000001,20.0,1998,OUT010,2,2,0,5.130568313177324,13.004353117321907,5.530008970726444,3.6061548936952095,0.49764278090344993,1,0
1,FDX02,225.0404,5851.0504,Dairy,0.05701260599999999,16.0,1987,OUT013,2,0,1,8.67437647966329,76.49215907529346,18.01957787516805,8.745979594950668,2.526162690158644,1,1
1,FDL34,141.2496,2681.8424,Snack Foods,0.041009558,16.0,1999,OUT049,0,1,1,7.89425929999724,51.786507895396845,13.893481407723376,7.196284311740111,1.1578724756439482,1,9
1,DRF27,152.234,3828.35,Dairy,0.028578012000000003,8.93,2007,OUT017,1,2,1,8.250189179950183,61.87366160168638,15.643618339397634,7.865981286634642,1.6528715826595586,0,2
2,FDZ35,101.699,2373.577,Breads,0.0,9.6,1999,OUT049,0,1,1,7.772153379007184,48.71936986456208,13.339343054725578,6.979926207673121,1.0247803812489265,1,9
1,DRF03,39.7138,1096.5726,Dairy,0.045088724000000004,19.099999999999998,1985,OUT027,2,1,3,6.999944776336428,33.11453759302702,10.31206867617486,5.754523228993608,0.29684925668411777,0,5
0,NCO41,96.9384,2167.8448,Health and Hygiene,0.018757586,12.5,1985,OUT027,2,1,3,7.6814887732812185,46.56012027475874,12.942238408399913,6.82349765697613,0.5868495323397009,2,5
2,FDQ59,85.8908,1845.5976,Breads,0.056500895,9.8,2002,OUT045,1,2,1,7.520558406468582,42.96041899237017,12.266264886546256,6.554419805930207,0.7968278308056168,1,7
0,NCZ53,186.6214,1884.214,Health and Hygiene,0.024576875,9.6,2009,OUT018,2,1,2,7.54126603679607,43.40753390829753,12.351226200049208,6.588439413722914,0.9442321174968984,2,3
1,FDZ33,146.4076,147.8076,Snack Foods,0.18803837199999998,10.195,1985,OUT019,0,2,0,4.995911428031067,12.157614897668045,5.287279330640563,3.486777150560105,0.4349476274038027,1,4
1,FDD34,161.421,3425.5409999999997,Snack Foods,0.015908485,7.945,2002,OUT045,1,2,1,8.139014694426937,58.52812144601943,15.07450487773169,7.650367405949823,1.478960746571031,1,7
0,NCM06,156.0656,1853.5872,Household,0.07584563400000001,7.475,1999,OUT049,0,1,1,7.5248780676130975,43.05330649323,12.28393964425948,6.561501847384484,0.8002773019346454,2,9
1,FDY43,169.7474,673.7896,Fruits and Vegetables,0.09880308800000001,14.85,2009,OUT018,2,1,2,6.512917896006198,25.95745750261377,8.766806772150815,5.09484617065263,0.3376547360094916,1,3
1,DRM23,173.9422,172.4422,Hard Drinks,0.227189581,16.6,1998,OUT010,2,2,0,5.150062107858325,13.131724943814502,5.566059590930287,3.6237721981126936,0.5074388986377698,0,0
1,FDT20,39.2164,540.6296,Fruits and Vegetables,0.041459803999999996,10.5,1999,OUT049,0,1,1,6.292734386320466,23.25144296597525,8.14641643047582,4.821975006776295,0.23341421306427157,1,9
2,FDG46,113.5518,2732.4432,Snack Foods,0.032882271,8.63,1987,OUT013,2,0,1,7.912951433009393,52.27277685373143,13.98031792089547,7.2299914836555255,1.1797191261277964,1,1
1,FDH10,193.8478,1162.4868,Snack Foods,0.049583899,21.0,2007,OUT017,1,2,1,7.058316782558335,34.09526066772331,10.514678789511924,5.839114716095524,0.5018980492736677,1,2
2,FDF24,82.7934,1228.401,Baking Goods,0.02536567,15.5,2004,OUT035,1,2,1,7.113468602633415,35.04855203856502,10.709767771356145,5.920181757223761,0.530356186088154,1,6
1,FDG57,48.2034,874.8612,Fruits and Vegetables,0.07229836,14.7,1997,OUT046,0,2,1,6.774065245203343,29.57805267423804,9.564150144549906,5.4385708301205415,0.3777170886286365,1,8
1,FDN44,157.892,1917.504,Fruits and Vegetables,0.022924552,13.15,2007,OUT017,1,2,1,7.558779619288779,43.789313764890174,12.423541818574549,6.617349451622619,0.8278730709668745,1,2
2,FDD32,82.6276,731.0484,Fruits and Vegetables,0.040897932000000005,17.7,1987,OUT013,2,0,1,6.594479668228264,27.037906723709217,9.008421746525466,5.199798719538019,0.31562660830612094,1,1
2,FDI04,198.5426,790.9704,Frozen Foods,0.127660257,13.650000000000002,1985,OUT019,0,2,0,6.673260546081377,28.124195988507832,9.24811902342394,5.303225055426918,2.3275575736744036,1,4
1,FDA56,123.1414,4264.4490000000005,Fruits and Vegetables,0.008764786,9.21,1997,OUT046,0,2,1,8.358068260489622,65.3027487935998,16.216394772733608,8.081011619444672,1.841155215119039,1,8
1,DRG51,166.0526,1480.0734,Dairy,0.011604894,12.1,2007,OUT017,1,2,1,7.299846960122984,38.47172208258944,11.396226821464424,6.202557704897991,0.6390145266525563,0,2
1,FDZ04,64.551,1581.275,Frozen Foods,0.038169783,9.31,2007,OUT017,1,2,1,7.3659867626275295,39.76524864753143,11.650264934079559,6.305969286916281,0.6827078276202525,1,2
1,FDT13,188.2214,3014.7424,Canned,0.018568129,14.85,2004,OUT035,1,2,1,8.011269666041807,54.90666990448428,14.446081799049349,7.4099035016985395,1.301600439353475,1,6
2,FDY56,223.7062,4965.5364,Fruits and Vegetables,0.062109174,16.349999999999998,1985,OUT027,2,1,3,8.510276606897554,70.46656228311411,17.060380901205704,8.394436388651362,1.344202645021342,1,5
1,FDB51,64.2852,438.0964,Dairy,0.038671588,6.92,2007,OUT017,1,2,1,6.082438977484105,20.930752494834007,7.594920428464868,4.575013933840421,0.1891460002417373,1,2
0,NCY29,55.593,282.965,Health and Hygiene,0.077169841,13.65,1987,OUT013,2,0,1,5.645323215083204,16.82156354207301,6.565143757171022,4.101409945625164,0.1221687691530978,2,1
1,FDL34,142.6496,1834.9448,Snack Foods,0.041028937,16.0,2002,OUT045,1,2,1,7.514769678292336,42.83625567203558,12.242619016080333,6.544941227546324,0.7922285359669119,1,7
0,NCQ38,105.62799999999999,1065.28,Others,0.013387211000000001,16.35,1999,OUT049,0,1,1,6.97099295438666,32.63862742212056,10.213029612972694,5.71302261697961,0.4599294838704858,2,9
0,NCR41,93.7094,4189.2136,Health and Hygiene,0.017936715,17.849999999999998,1985,OUT027,2,1,3,8.340268310336956,64.72413460217139,16.120462645810978,8.045131111558803,1.1340470692510438,2,5
2,FDY24,52.2298,161.7894,Baking Goods,0.223440258,4.88,1998,OUT010,2,2,0,5.086295489499336,12.719646221495314,5.448998497341196,3.566461302397001,0.4760913218879462,1,0
0,NCA42,159.6604,3327.6684,Household,0.0,6.965,2002,OUT045,1,2,1,8.110027157553684,57.685946295436636,14.929548737120834,7.595126483175684,1.4367047252404301,2,7
1,FDB11,225.6404,2925.5252,Starchy Foods,0.060942632000000004,16.0,1999,OUT049,0,1,1,7.981229299103343,54.08812438974012,14.302148437532328,7.354462889276152,1.263081345079322,1,9
1,FDG26,257.83299999999997,5382.993,Canned,0.042641788,18.85,2004,OUT035,1,2,1,8.590999818169994,73.36888304996882,17.525668996977373,8.565563790549271,2.324081173183049,1,6
1,FDH24,156.5288,1571.2879999999998,Baking Goods,0.021427082000000004,20.7,2004,OUT035,1,2,1,7.359650944178443,39.6394752740245,11.625686243067197,6.2959888241661055,0.6783959887089666,1,6
1,FDX44,88.5172,1427.4752,Fruits and Vegetables,0.042930789000000004,9.3,1987,OUT013,2,0,1,7.26366256834948,37.78194277694042,11.259597275341815,6.146701780381119,0.616305508386451,1,1
2,FDT52,244.6144,2695.1584,Frozen Foods,0.047697859,9.695,2007,OUT017,1,2,1,7.899212257126089,51.91491500522754,13.91643829251414,7.205200552741578,1.1636215941923291,1,2
1,FDT04,39.3822,314.2576,Frozen Foods,0.10764721,17.25,2007,OUT017,1,2,1,5.750213031744343,17.727312261028178,6.798742558725156,4.210381486400986,0.13567919774179335,1,2
1,FDO58,166.1526,2960.1468,Snack Foods,0.039577173,19.6,1997,OUT046,0,2,1,7.99299414068293,54.40723113704648,14.35834606173957,7.37612575387964,1.2780290533051126,1,8
1,FDR60,75.9328,1158.492,Baking Goods,0.130415118,14.3,1997,OUT046,0,2,1,7.054874438367362,34.03662732998086,10.502620661056007,5.834091817068091,0.5001733137091533,1,8
0,NCL54,175.2054,3502.1079999999997,Household,0.082921642,12.6,2002,OUT045,1,2,1,8.161120351890544,59.17861100093513,15.185992404559062,7.69276354770736,1.5120181782242221,2,7
1,FDW50,167.2158,3008.0844,Dairy,0.075515154,13.1,1987,OUT013,2,0,1,8.009058743186737,54.84600623564126,14.435439330338678,7.405808952142991,1.2987258800792845,1,1
1,FDK43,125.802,253.00400000000002,Meat,0.046994717000000005,9.799999999999999,1985,OUT019,0,2,0,5.533405298879219,15.906099459012571,6.3247368750126896,3.9882451603446563,0.744504947808311,1,4
2,FDQ32,123.8388,866.8716,Fruits and Vegetables,0.04679836,17.85,2009,OUT018,2,1,2,6.764890868927302,29.442683301628605,9.534946450859845,5.426111250391813,0.43441350423355535,1,3
1,FDE29,58.8878,1151.1682,Frozen Foods,0.143129124,8.905,1997,OUT046,0,2,1,7.048532531842078,33.928869712974524,10.480441899087058,5.824849329637164,0.49701129850754383,1,8
0,NCN07,133.2284,2768.3964,Others,0.034013539,18.5,2002,OUT045,1,2,1,7.9260235145767455,52.61555283373919,14.04136811856133,7.253657893348651,1.1952417462084253,2,7
2,FDB37,240.7538,3364.9532,Baking Goods,0.022921735,20.25,1987,OUT013,2,0,1,8.121169334106927,58.008216659366454,14.985101058186997,7.61631253687547,1.4528022571758972,1,1
2,FDD21,112.7176,343.5528,Fruits and Vegetables,0.030616757,10.3,1999,OUT049,0,1,1,5.8393408116403505,18.53517736629461,7.003758525782775,4.305249977213241,0.14832725854823167,1,9
1,FDX16,151.505,2546.685,Frozen Foods,0.06575528,17.85,1987,OUT013,2,0,1,7.842547792419424,50.46469062621904,13.656049325301641,7.103850408491091,1.0995189223778803,1,1
2,FDN46,100.5332,1127.8652,Snack Foods,0.144856342,7.21,1999,OUT049,0,1,1,7.028081921370787,33.58370438173847,10.409241046678375,5.795144897389406,0.4869503410478769,1,9
2,FDV28,34.9558,67.9116,Frozen Foods,0.267352587,16.1,1998,OUT010,2,2,0,4.218206859443058,8.240849470776663,4.079885617708369,2.870687978651923,0.1998408017801256,1,0
1,FDR48,150.8024,4402.2696,Baking Goods,0.13086741300000002,11.650000000000002,1985,OUT027,2,1,3,8.389875505099702,66.34960135524553,16.389242399771426,8.145526462742941,1.1917226989650191,1,5
1,FDW37,89.7488,1901.5248,Canned,0.123449671,19.2,1985,OUT027,2,1,3,7.550411369618263,43.606476583186584,12.38893567324736,6.603520014597259,0.5147549951972316,1,5
1,FDV40,74.5038,739.038,Frozen Foods,0.014689006000000001,17.35,2004,OUT035,1,2,1,6.6053493404651675,27.1852533554499,9.041120478756229,5.213947962480053,0.3190760794351496,1,6
2,FDZ57,129.6994,1413.4934,Snack Foods,0.037918142,10.0,2009,OUT018,2,1,2,7.253819507862044,37.59645462008353,11.222714848739578,6.13159478603108,0.7083409135851291,1,3
1,FDY46,185.0898,2993.4368,Snack Foods,0.047964395,18.6,1999,OUT049,0,1,1,8.004177437732315,54.712309401084504,14.41197049902541,7.396776960344587,1.2924018496760652,1,9
1,FDX45,155.263,1721.0929999999998,Snack Foods,0.10501881699999999,16.75,1999,OUT049,0,1,1,7.450714833101317,41.48605789900988,11.98399022416275,6.440967155560559,0.7430735723782537,1,9
1,FDB33,160.7262,2864.2716,Fruits and Vegetables,0.014577412,17.75,2004,OUT035,1,2,1,7.960069355986463,53.51889012302105,14.201625813979291,7.315660607424394,1.236635399756769,1,6
1,FDT58,169.4816,503.3448,Snack Foods,0.143870574,9.0,1998,OUT010,2,2,0,6.22127542233832,22.435347111199327,7.954664404108706,4.736596574672507,1.481173001429166,1,0
1,FDM39,178.6002,3582.0040000000004,Dairy,0.053553794,6.42,1999,OUT049,0,1,1,8.183677699314618,59.84984544675116,15.30060800408955,7.736268186066921,1.5465128895145088,1,9
0,NCY41,37.6532,575.2512,Health and Hygiene,0.075889215,16.75,2002,OUT045,1,2,1,6.354806814962843,23.98439492670182,8.31672825007756,4.897386540462354,0.24836192129006238,2,7
0,NCL31,142.747,3149.2340000000004,Others,0.120280989,7.39,1997,OUT046,0,2,1,8.054914527644767,56.11803631632169,14.657783762546707,7.491197255200379,1.359666536692124,2,8
0,NCJ31,243.0196,3374.2744,Others,0.182653772,19.2,1997,OUT046,0,2,1,8.123935587599817,58.088504886939546,14.998924959991475,7.621581521373339,1.4568266401597638,2,8
1,FDO23,94.8436,567.2616,Breads,0.25637539,17.849999999999998,1985,OUT019,0,2,0,6.340820572988103,23.81725424980806,8.278045233898322,4.880292434865769,1.6692584619281077,1,4
2,FDN56,144.2786,288.9572,Fruits and Vegetables,0.10703694300000001,5.46,2004,OUT035,1,2,1,5.666278580259192,16.998741129860175,6.611162622033243,4.122952962363284,0.12475587249986929,1,6
1,FDF04,258.3304,3358.2952,Frozen Foods,0.0,17.5,1987,OUT013,2,0,1,8.119188743243598,57.950799821917904,14.975211205091021,7.6125422706161645,1.4499276979017066,1,1
2,FDJ44,176.1396,3663.2316,Fruits and Vegetables,0.10623876800000001,12.3,1987,OUT013,2,0,1,8.206100987643307,60.52463630621831,15.415399786164286,7.779758113605995,1.5815825126596332,1,1
1,FDS50,220.5114,5321.0736,Dairy,0.055545797,17.0,2002,OUT045,1,2,1,8.579430366487177,72.94568938600827,17.458211694359413,8.540824865667734,2.297347771933077,1,7
0,NCQ41,194.5794,3511.4292,Health and Hygiene,0.019386056999999998,14.799999999999999,1985,OUT027,2,1,3,8.16377841307202,59.25731347268454,15.199453466036864,7.697877205612242,0.9505664722234591,2,5
1,FDA49,88.1198,1744.396,Canned,0.064921764,19.7,1997,OUT046,0,2,1,7.46416364291393,41.7659670066431,12.03783429220077,6.462659437618782,0.7531345298379206,1,8
0,NCZ06,254.9698,2536.698,Household,0.094694278,19.6,2007,OUT017,1,2,1,7.838618514279534,50.36564305158825,13.63817489476137,7.096875583775458,1.0952070834665943,2,2
0,NCM43,162.421,1957.4520000000002,Others,0.019554705,14.5,2009,OUT018,2,1,2,7.579398906491515,44.24310115712957,12.509224124900616,6.651548778828099,0.9809337192370606,2,3
1,FDH19,172.4738,1911.5118,Meat,0.033060937,19.35,1987,OUT013,2,0,1,7.555649726279851,43.720839424695406,12.41058712532223,6.612173577931497,0.8252859676201031,1,1
2,FDS15,106.7596,4098.6648,Meat,0.078181964,9.195,1999,OUT049,0,1,1,8.318416541117557,64.02081536500452,16.00346903947263,8.001300854548873,1.7695786891916943,1,9
1,FDO50,90.2804,1653.8472,Canned,0.0,16.25,2009,OUT018,2,1,2,7.410859489212156,40.66752020962183,11.825834425397135,6.377109079325979,0.8287888974778429,1,3
2,FDJ20,123.5388,1981.4208,Fruits and Vegetables,0.100583009,20.7,2009,OUT018,2,1,2,7.59156944211177,44.513153112310526,12.5600751885366,6.671817826672917,0.9929451525338409,1,3
0,NCI31,38.319,146.476,Others,0.136124989,20.0,1998,OUT010,2,2,0,4.986861592511149,12.102726965440475,5.271353694019375,3.4788973778254046,0.4310291803100747,2,0
2,FDU20,122.1098,3374.2744,Fruits and Vegetables,0.021353642000000003,19.349999999999998,1985,OUT027,2,1,3,8.123935587599817,58.088504886939546,14.998924959991475,7.621581521373339,0.9134377855950873,1,5
1,DRK13,199.8084,2380.9008,Soft Drinks,0.115167579,11.8,1997,OUT046,0,2,1,7.775234182452192,48.79447509708451,13.3530487222781,6.985304223660163,1.0279423964505359,0,8
1,DRJ24,184.2924,1850.924,Soft Drinks,0.113559058,11.8,2002,OUT045,1,2,1,7.5234402528434705,43.0223662761592,12.278053711569063,6.559143715162765,0.7991274782249692,0,7
1,FDI20,212.1586,5909.6408,Fruits and Vegetables,0.038641968,19.1,2002,OUT045,1,2,1,8.684340330211272,76.87418812579422,18.079525498550243,8.767792659831448,2.5514588117715205,1,7
2,FDF10,145.6418,2207.127,Snack Foods,0.157246634,15.5,2002,OUT045,1,2,1,7.699446948778751,46.98007024260394,13.019943746940188,6.854200919334357,0.9529163993941628,1,7
2,FDQ45,185.3608,2021.3688,Snack Foods,0.010917052,9.5,1997,OUT046,0,2,1,7.611530184674308,44.959635229837,12.643923300102593,6.705194645186447,0.8727161956442469,1,8
1,FDQ10,172.0422,5345.7082,Snack Foods,0.033172957,12.85,2004,OUT035,1,2,1,8.584049312343472,73.11435016465646,17.48511190900595,8.550692964003353,2.307983641247582,1,6
2,FDM36,171.1422,2931.5174,Baking Goods,0.05871972599999999,11.65,2004,OUT035,1,2,1,7.983275451914541,54.143488989905336,14.31190655866575,7.358225940395235,1.2656684484260934,1,6
1,FDN12,111.8544,1454.1072,Baking Goods,0.0,15.6,2009,OUT018,2,1,2,7.282147383023583,38.13275757141096,11.329188642069482,6.175172675432726,0.7286936200046735,1,3
1,FDD50,168.4132,2874.9244,Canned,0.141524348,18.85,1987,OUT013,2,0,1,7.9637816572335405,53.618321495548514,14.219210262603802,7.322453242974551,1.2412346945954738,1,1
2,FDG17,244.4486,6353.0636,Frozen Foods,0.035895934,6.865,1999,OUT049,0,1,1,8.75669243223484,79.70610767061706,18.520856536351577,8.92782771286594,2.7429044594326104,1,9
1,FDY58,227.3694,4567.388,Snack Foods,0.039980643999999996,11.65,1999,OUT049,0,1,1,8.426696766878718,67.58245334404485,16.591639473125745,8.220854781836548,1.971947662094708,1,9
0,NCK29,123.473,369.519,Health and Hygiene,0.0,5.615000000000001,1985,OUT019,0,2,0,5.912202159905222,19.22287699591297,7.175942079474435,4.384390150968886,1.0873690685095068,2,4
1,FDM32,90.883,89.883,Fruits and Vegetables,0.0,20.5,1998,OUT010,2,2,0,4.498508824597217,9.480664533670621,4.479461962383816,3.0790687770283114,0.26449517882663676,1,0
1,FDL46,116.8466,2356.9320000000002,Snack Foods,0.054056927000000005,20.35,1997,OUT046,0,2,1,7.765116052286608,48.548244046515215,13.308088621895356,6.967656998339916,1.0175939830634502,1,8
2,FDC51,121.87299999999999,2463.46,Dairy,0.009636821,10.895,1999,OUT049,0,1,1,7.809322144791103,49.633254980909726,13.505640075897784,7.045087294058869,1.0635869314504987,1,9
1,FDF16,147.2076,1921.4988,Frozen Foods,0.086266286,7.3,1999,OUT049,0,1,1,7.560860785492603,43.83490390088702,12.432163293804145,6.620793298456539,0.8295978065313889,1,9
0,NCV54,116.5124,1066.6116,Household,0.033081388999999996,11.1,1987,OUT013,2,0,1,6.972242173787092,32.65902019350856,10.21728327011297,5.714807100288562,0.4605043957253239,2,1
2,FDE35,60.2904,644.4944,Starchy Foods,0.043989429000000004,7.06,2002,OUT045,1,2,1,6.468466133435364,25.386894256682915,8.637864412738722,5.038540885681381,0.27825733774164396,1,7
1,FDA23,99.4016,2428.8384,Baking Goods,0.047178116,9.8,2004,OUT035,1,2,1,7.7951683973530095,49.283246646299595,13.442071676114969,7.020202749657562,1.0486392232247077,1,6
1,FDI46,251.9724,2516.724,Snack Foods,0.074496043,9.5,2002,OUT045,1,2,1,7.830713334772421,50.16696123944523,13.602284794911208,7.082863915073141,1.086583405644023,1,7
2,FDZ21,97.34100000000001,965.41,Snack Foods,0.039189221,17.6,1987,OUT013,2,0,1,6.872552881573408,31.07104761671225,9.883344439723986,5.574140975676185,0.4168110947576278,1,1
1,DRK13,198.3084,4563.3932,Soft Drinks,0.115819014,11.8,2007,OUT017,1,2,1,8.425821748593341,67.55289187000065,16.586800849499618,8.219056628956917,1.970222926530194,0,2
2,FDX36,226.9404,2700.4848,Baking Goods,0.129008866,9.695,2007,OUT017,1,2,1,7.9011865914298065,51.96618900785394,13.925599874023078,7.208757799222688,1.1659212416116818,1,2
2,FDY22,143.9128,1581.9408,Snack Foods,0.160371305,16.5,2009,OUT018,2,1,2,7.366407726641323,39.773619397786774,11.65189982954504,6.30663296837439,0.792754597587502,1,3
2,FDR32,226.7694,6165.9738,Fruits and Vegetables,0.085392428,6.78,1985,OUT027,2,1,3,8.726801359329057,78.52371488919765,18.337236729924125,8.861360780895767,1.6691687711910228,1,5
1,DRF25,34.919000000000004,476.04699999999997,Soft Drinks,0.038925251,9.0,1997,OUT046,0,2,1,6.165516588852795,21.81850132341816,7.808182296858532,4.671027865836186,0.20553098810462336,0,8
2,FDK20,124.5072,2450.144,Fruits and Vegetables,0.041557653,12.6,1997,OUT046,0,2,1,7.803902077321764,49.498929281349106,13.481261611206893,7.035547546662527,1.0578378129021173,1,8
1,DRI11,115.9834,345.5502,Hard Drinks,0.060237465,8.26,1985,OUT019,0,2,0,5.845137929324676,18.588980606800362,7.017305481252049,4.311494010989736,1.0168370208224036,0,4
2,FDH05,233.5984,1853.5872,Frozen Foods,0.091098018,14.35,2002,OUT045,1,2,1,7.5248780676130975,43.05330649323,12.28393964425948,6.561501847384484,0.8002773019346454,1,7
1,FDA46,193.6136,4471.5128,Snack Foods,0.11787402400000001,13.6,2002,OUT045,1,2,1,8.40548206435622,66.86937116498106,16.47472444799226,8.177369452640688,1.9305540085463646,1,7
1,DRD24,143.3154,1985.4156,Soft Drinks,0.030795085,13.85,1997,OUT046,0,2,1,7.593583541483471,44.55800264823368,12.568510432971767,6.675178098615323,0.8571935755636181,0,8
2,FDL39,181.9318,5954.2494,Dairy,0.063689583,16.1,2007,OUT017,1,2,1,8.691860428504969,77.16378295547725,18.12490228405504,8.784291830049662,2.570718358908597,1,2
2,FDD52,110.15700000000001,1867.569,Dairy,0.184041545,18.25,2009,OUT018,2,1,2,7.532392864115584,43.21537920694437,12.314748650944171,6.573840521867288,0.9358908443741343,1,3
2,FDR55,190.6872,2269.0464,Fruits and Vegetables,0.13283066,12.15,2007,OUT017,1,2,1,7.727114934107994,47.63450849961612,13.140577712530538,6.901775749733986,0.979649800644135,1,2
1,DRI13,216.4508,5426.27,Soft Drinks,0.020441939,15.35,2007,OUT017,1,2,1,8.599007252393696,73.66322013053733,17.572510029155353,8.582728012149595,2.3427658084652876,0,2
1,FDG31,64.4826,2518.7214,Meat,0.037712875,12.150000000000002,1985,OUT027,2,1,3,7.831506670791817,50.186864815407624,13.605882331390749,7.084268827155532,0.6818340850249044,1,5
1,FDP04,65.2168,958.752,Frozen Foods,0.013840783999999998,15.35,2002,OUT045,1,2,1,6.865632438728833,30.96372070665927,9.860571675988078,5.564505432350594,0.41393653548343723,1,7
1,FDH35,162.9526,1151.1682,Starchy Foods,0.060198496,18.25,1987,OUT013,2,0,1,7.048532531842078,33.928869712974524,10.480441899087058,5.824849329637164,0.49701129850754383,1,1
0,NCB42,117.2492,2432.8332,Health and Hygiene,0.008559556999999999,11.8,2004,OUT035,1,2,1,7.796811783096739,49.323758980840054,13.449437196315504,7.023087567504769,1.0503639587892222,2,6
1,FDQ14,147.905,1647.855,Dairy,0.061883352999999995,9.27,1999,OUT049,0,1,1,7.4072297211615785,40.59378031176698,11.811534732580036,6.371324847452606,0.7114534203621579,1,9
1,FDI19,242.8512,5816.4288,Meat,0.052085615,15.099999999999998,1985,OUT027,2,1,3,8.668441744143474,76.26551514282193,17.983965968367272,8.73301294759271,1.5745446911915317,1,5
2,FDJ55,224.8404,1575.2828,Meat,0.039385992,12.8,1998,OUT010,2,2,0,7.362190090697119,39.68983245114547,11.635530181930495,6.299986702457829,4.635522911880167,1,0
1,DRN59,45.206,792.302,Hard Drinks,0.064241345,15.0,1999,OUT049,0,1,1,6.674942632264362,28.14785959891089,9.253305855147016,5.305455644797239,0.3420725536286739,0,9
0,NCR06,42.8112,639.168,Household,0.006759519,12.5,1987,OUT013,2,0,1,6.46016733062067,25.281772089788326,8.61400278727525,5.028098257769862,0.2759576903222915,2,1
0,NCF42,176.2712,2988.1104,Household,0.16724376900000001,17.35,1987,OUT013,2,0,1,8.002396493361319,54.66361129673011,14.403417398797489,7.3934843813137325,1.2901022022567128,2,1
1,FDG24,84.725,1747.725,Baking Goods,0.01469075,7.975,2009,OUT018,2,1,2,7.466070221184512,41.805801032871024,12.045487081478942,6.465740563374858,0.8758336778902326,1,3
2,FDB58,142.0154,2410.8618,Snack Foods,0.013551445,10.5,2009,OUT018,2,1,2,7.7877395559244285,49.10052749207487,13.408826515622916,7.007176856057999,1.2081499991011553,1,3
1,FDQ56,82.3908,3691.1952,Fruits and Vegetables,0.105085956,6.590000000000002,1985,OUT027,2,1,3,8.213705587028526,60.7552071842406,15.454525334145977,7.794562667926956,0.999230284794626,1,5
0,NCV41,112.5228,1989.4104,Health and Hygiene,0.017038776999999998,14.35,1997,OUT046,0,2,1,7.595593592411495,44.60280708655006,12.576934370100293,6.678533303544278,0.8589183111281323,2,8
2,FDW19,110.65700000000001,2087.283,Fruits and Vegetables,0.038718195,12.35,2007,OUT017,1,2,1,7.643618499225808,45.686792402181176,12.779889889603107,6.759200574193754,0.9011743324587332,1,2
2,FDO56,119.1808,351.5424,Fruits and Vegetables,0.075291577,10.195,1998,OUT010,2,2,0,5.862330329865049,18.749463992338555,7.057635708627863,4.330065125646328,1.0344700327441794,1,0
2,FDI41,148.7418,2501.4106,Frozen Foods,0.0,18.5,2002,OUT045,1,2,1,7.824610091732756,50.014104010768804,13.574640241351402,7.0720650457111045,1.0799719193133848,1,7
1,FDN10,119.5124,829.5868,Snack Foods,0.0,11.5,2009,OUT018,2,1,2,6.720927745506186,28.802548498353406,9.396236610283012,5.366800583061886,0.4157290524385638,1,3
2,FDY20,92.2488,1358.2320000000002,Fruits and Vegetables,0.08208578700000001,12.5,2009,OUT018,2,1,2,7.21393913299705,36.85419921799957,11.07451339439979,6.070765949861646,0.6806478868175523,1,3
1,DRM37,198.5768,6897.688,Soft Drinks,0.09593100199999999,15.349999999999998,1985,OUT027,2,1,3,8.83894156197226,83.05232085860094,19.035656036519846,9.113304606925027,1.8672485119899576,0,5
2,FDV34,72.9038,1034.6532,Snack Foods,0.011448628999999998,10.695,2002,OUT045,1,2,1,6.9418215770863805,32.16602555492363,10.114201503610257,5.671509988964458,0.4467065112092094,1,7
0,NCX18,195.011,1964.11,Household,0.00879232,14.15,2004,OUT035,1,2,1,7.582794495492653,44.318280652570444,12.523390868745206,6.657197657616186,0.8479949858862083,2,6
1,FDY10,114.9176,1946.7992,Snack Foods,0.049167388,17.6,2002,OUT045,1,2,1,7.573941867028457,44.12254752391344,12.48649036443981,6.6424805249178895,0.8405211317733129,1,7
0,NCZ17,39.8506,1480.0734,Health and Hygiene,0.079046992,12.150000000000002,1985,OUT027,2,1,3,7.299846960122984,38.47172208258944,11.396226821464424,6.202557704897991,0.4006653901692737,2,5
2,FDT12,227.4062,5191.2426,Baking Goods,0.049580407,6.215,1987,OUT013,2,0,1,8.554728369468387,72.05027827843554,17.315050997974797,8.488243533171957,2.241293866086361,1,1
